"age","education","occupation","sex","native-country","class (income)"
24,"HS-grad","Adm-clerical","Female","United-States","<=50K"
41,"Bachelors","Sales","Male","United-States","<=50K"
60,"Bachelors","Exec-managerial","Male","United-States","<=50K"
19,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
23,"Some-college","Craft-repair","Male","United-States","<=50K"
57,"Masters","Sales","Male","United-States",">50K"
36,"Masters","Adm-clerical","Male","Japan",">50K"
24,"Bachelors","Prof-specialty","Male","United-States","<=50K"
32,"HS-grad","Craft-repair","Male","United-States",">50K"
27,"Bachelors","Sales","Male","United-States",">50K"
43,"Assoc-voc","Adm-clerical","Female","United-States","<=50K"
54,"Assoc-voc","Exec-managerial","Female","United-States","<=50K"
22,"HS-grad","Farming-fishing","Male","United-States","<=50K"
29,"HS-grad","Craft-repair","Male","United-States","<=50K"
22,"12th","Farming-fishing","Male","United-States","<=50K"
37,"Bachelors","Sales","Male","United-States",">50K"
38,"Doctorate","Prof-specialty","Male","United-States",">50K"
34,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
45,"Some-college","Machine-op-inspct","Male","United-States",">50K"
28,"1st-4th","Priv-house-serv","Female","Mexico","<=50K"
68,"Doctorate","Prof-specialty","Female","Cuba","<=50K"
36,"HS-grad","Machine-op-inspct","Male","Laos","<=50K"
20,"9th","Other-service","Male","Mexico","<=50K"
24,"Some-college","Craft-repair","Female","United-States","<=50K"
38,"Some-college","Exec-managerial","Female","United-States","<=50K"
32,"Bachelors","Exec-managerial","Female","United-States","<=50K"
34,"Some-college","Prof-specialty","Male","United-States",">50K"
47,"HS-grad","Adm-clerical","Female","England","<=50K"
28,"Bachelors","Other-service","Female","United-States","<=50K"
32,"Prof-school","Prof-specialty","Male","United-States",">50K"
58,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
64,"Prof-school","Prof-specialty","Male","United-States",">50K"
38,"Some-college","Sales","Female","United-States","<=50K"
43,"HS-grad","Adm-clerical","Female","United-States","<=50K"
28,"12th","Farming-fishing","Male","United-States","<=50K"
23,"Bachelors","Prof-specialty","Female","United-States","<=50K"
25,"9th","Handlers-cleaners","Male","United-States","<=50K"
41,"HS-grad","Adm-clerical","Male","United-States","<=50K"
41,"Some-college","Craft-repair","Male","United-States","<=50K"
27,"Bachelors","Prof-specialty","Male","United-States","<=50K"
54,"7th-8th","Other-service","Male","United-States","<=50K"
28,"HS-grad","Transport-moving","Female","United-States","<=50K"
29,"7th-8th","Farming-fishing","Male","United-States","<=50K"
36,"HS-grad","Craft-repair","Male","United-States","<=50K"
41,"Bachelors","Exec-managerial","Male","Taiwan",">50K"
60,"Some-college","Exec-managerial","Male","United-States","<=50K"
34,"Masters","Exec-managerial","Male","United-States","<=50K"
27,"Some-college","Sales","Female","United-States",">50K"
60,"10th","Sales","Male","United-States","<=50K"
39,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
59,"12th","Transport-moving","Male","United-States","<=50K"
34,"Doctorate","Prof-specialty","Male","Canada",">50K"
36,"Assoc-voc","Exec-managerial","Male","United-States","<=50K"
54,"Some-college","Sales","Male","United-States",">50K"
48,"Assoc-voc","Tech-support","Male","United-States",">50K"
19,"7th-8th","Other-service","Male","United-States","<=50K"
40,"Prof-school","Prof-specialty","Male","United-States",">50K"
25,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
39,"Assoc-acdm","Adm-clerical","Male","United-States","<=50K"
34,"Some-college","Craft-repair","Male","United-States","<=50K"
30,"HS-grad","Other-service","Female","United-States","<=50K"
43,"HS-grad","Other-service","Female","United-States","<=50K"
35,"Bachelors","Prof-specialty","Male","Philippines",">50K"
36,"Doctorate","Prof-specialty","Male","United-States",">50K"
59,"HS-grad","Farming-fishing","Male","United-States",">50K"
33,"HS-grad","Craft-repair","Male","United-States","<=50K"
22,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
48,"HS-grad","Craft-repair","Male","United-States","<=50K"
54,"HS-grad","Adm-clerical","Female","United-States","<=50K"
49,"Some-college","Adm-clerical","Female","United-States","<=50K"
37,"Bachelors","Tech-support","Female","United-States","<=50K"
45,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
51,"Some-college","Sales","Female","United-States","<=50K"
46,"Some-college","Craft-repair","Male","United-States","<=50K"
31,"Bachelors","Exec-managerial","Female","United-States",">50K"
39,"Some-college","Adm-clerical","Female","United-States",">50K"
35,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
26,"Bachelors","Adm-clerical","Female","United-States",">50K"
51,"Some-college","Adm-clerical","Male","United-States",">50K"
31,"Masters","Prof-specialty","Male","South","<=50K"
39,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
26,"11th","Other-service","Male","Mexico","<=50K"
25,"Bachelors","Tech-support","Male","United-States","<=50K"
61,"Some-college","Adm-clerical","Male","United-States",">50K"
49,"HS-grad","Sales","Female","United-States","<=50K"
53,"Bachelors","Prof-specialty","Female","Mexico","<=50K"
52,"Preschool","Machine-op-inspct","Male","El-Salvador","<=50K"
52,"HS-grad","Transport-moving","Male","United-States","<=50K"
50,"HS-grad","Adm-clerical","Male","United-States","<=50K"
29,"Bachelors","Sales","Female","United-States",">50K"
76,"7th-8th","Protective-serv","Male","United-States","<=50K"
19,"HS-grad","Adm-clerical","Female","United-States","<=50K"
25,"HS-grad","Transport-moving","Male","United-States","<=50K"
45,"HS-grad","Adm-clerical","Female","United-States","<=50K"
34,"Assoc-acdm","Adm-clerical","Female","United-States","<=50K"
20,"Some-college","Other-service","Female","United-States","<=50K"
27,"Some-college","Tech-support","Male","United-States","<=50K"
41,"Some-college","Adm-clerical","Male","United-States","<=50K"
43,"HS-grad","Other-service","Male","Nicaragua","<=50K"
23,"HS-grad","Adm-clerical","Female","United-States","<=50K"
37,"Some-college","Adm-clerical","Female","United-States","<=50K"
31,"Bachelors","Exec-managerial","Male","United-States","<=50K"
33,"Some-college","Craft-repair","Male","United-States","<=50K"
28,"Assoc-acdm","Sales","Male","United-States","<=50K"
35,"Some-college","Adm-clerical","Female","United-States","<=50K"
41,"Assoc-acdm","Tech-support","Male","United-States",">50K"
17,"11th","Other-service","Female","United-States","<=50K"
41,"Bachelors","Prof-specialty","Female","United-States",">50K"
44,"Assoc-voc","Sales","Male","United-States","<=50K"
47,"7th-8th","Craft-repair","Male","Mexico","<=50K"
24,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
38,"Assoc-voc","Other-service","Female","United-States","<=50K"
34,"Some-college","Exec-managerial","Male","Jamaica","<=50K"
62,"HS-grad","Other-service","Female","United-States","<=50K"
27,"HS-grad","Adm-clerical","Male","United-States","<=50K"
59,"Some-college","Adm-clerical","Female","United-States",">50K"
35,"Masters","Exec-managerial","Male","United-States","<=50K"
38,"HS-grad","Other-service","Female","United-States","<=50K"
28,"Some-college","Other-service","Female","United-States","<=50K"
28,"HS-grad","Adm-clerical","Female","United-States","<=50K"
59,"9th","Transport-moving","Male","United-States","<=50K"
42,"Some-college","Adm-clerical","Female","United-States","<=50K"
54,"Masters","Prof-specialty","Female","United-States",">50K"
39,"HS-grad","Prof-specialty","Male","United-States","<=50K"
41,"Bachelors","Farming-fishing","Male","United-States","<=50K"
43,"Bachelors","Adm-clerical","Female","Germany","<=50K"
32,"Bachelors","Other-service","Male","Iran",">50K"
62,"Some-college","Sales","Female","United-States","<=50K"
58,"HS-grad","Adm-clerical","Female","United-States","<=50K"
43,"HS-grad","Craft-repair","Male","United-States","<=50K"
31,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
51,"Masters","Prof-specialty","Female","United-States",">50K"
54,"Bachelors","Other-service","Female","United-States","<=50K"
20,"Some-college","Machine-op-inspct","Male","United-States","<=50K"
35,"Some-college","Sales","Male","United-States",">50K"
22,"HS-grad","Other-service","Female","United-States","<=50K"
38,"Bachelors","Exec-managerial","Male","United-States","<=50K"
42,"HS-grad","Exec-managerial","Male","United-States","<=50K"
44,"Masters","Adm-clerical","Male","United-States",">50K"
28,"HS-grad","Farming-fishing","Male","United-States",">50K"
74,"Some-college","Exec-managerial","Male","United-States",">50K"
34,"HS-grad","Exec-managerial","Female","United-States","<=50K"
50,"HS-grad","Prof-specialty","Male","United-States","<=50K"
50,"Assoc-voc","Exec-managerial","Female","United-States","<=50K"
43,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
29,"HS-grad","Craft-repair","Male","United-States","<=50K"
61,"HS-grad","Exec-managerial","Male","United-States",">50K"
21,"Some-college","Adm-clerical","Female","Vietnam","<=50K"
47,"Doctorate","Prof-specialty","Male","Iran",">50K"
39,"Assoc-acdm","Prof-specialty","Female","United-States","<=50K"
33,"HS-grad","Craft-repair","Male","United-States","<=50K"
22,"HS-grad","Sales","Female","United-States","<=50K"
38,"Some-college","Adm-clerical","Female","United-States","<=50K"
45,"Some-college","Craft-repair","Male","United-States","<=50K"
42,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
35,"Some-college","Craft-repair","Male","Germany","<=50K"
21,"HS-grad","Adm-clerical","Female","United-States","<=50K"
49,"Assoc-voc","Adm-clerical","Female","United-States","<=50K"
50,"Bachelors","Prof-specialty","Female","United-States","<=50K"
36,"Doctorate","Prof-specialty","Female","United-States",">50K"
20,"HS-grad","Adm-clerical","Male","United-States","<=50K"
49,"HS-grad","Prof-specialty","Female","United-States","<=50K"
40,"Bachelors","Prof-specialty","Male","United-States",">50K"
22,"Some-college","Adm-clerical","Female","United-States","<=50K"
67,"11th","Adm-clerical","Female","United-States","<=50K"
21,"Some-college","Adm-clerical","Female","United-States","<=50K"
60,"HS-grad","Farming-fishing","Male","United-States","<=50K"
17,"11th","Other-service","Female","United-States","<=50K"
43,"Masters","Exec-managerial","Female","United-States",">50K"
49,"Bachelors","Exec-managerial","Male","United-States",">50K"
41,"Bachelors","Prof-specialty","Female","United-States",">50K"
38,"Some-college","Craft-repair","Male","United-States","<=50K"
38,"HS-grad","Craft-repair","Male","United-States","<=50K"
35,"Assoc-acdm","Exec-managerial","Male","United-States",">50K"
40,"Some-college","Sales","Male","United-States","<=50K"
40,"HS-grad","Transport-moving","Male","United-States",">50K"
46,"HS-grad","Adm-clerical","Female","United-States","<=50K"
25,"Some-college","Adm-clerical","Female","United-States","<=50K"
36,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
24,"Assoc-acdm","Handlers-cleaners","Male","United-States","<=50K"
62,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
54,"Preschool","Craft-repair","Male","China","<=50K"
23,"Bachelors","Adm-clerical","Female","United-States","<=50K"
60,"HS-grad","Adm-clerical","Female","United-States","<=50K"
18,"HS-grad","Farming-fishing","Female","United-States","<=50K"
41,"Some-college","Adm-clerical","Female","United-States","<=50K"
45,"Masters","Prof-specialty","Female","United-States","<=50K"
62,"Assoc-voc","Exec-managerial","Female","United-States","<=50K"
28,"Bachelors","Tech-support","Female","United-States","<=50K"
36,"Some-college","Exec-managerial","Male","Yugoslavia",">50K"
31,"HS-grad","Sales","Male","United-States","<=50K"
33,"HS-grad","Craft-repair","Male","United-States","<=50K"
62,"Prof-school","Prof-specialty","Male","United-States","<=50K"
27,"7th-8th","Other-service","Female","United-States","<=50K"
42,"Assoc-voc","Adm-clerical","Female","United-States",">50K"
55,"9th","Handlers-cleaners","Male","United-States","<=50K"
41,"HS-grad","Sales","Female","United-States","<=50K"
26,"Some-college","Exec-managerial","Male","United-States","<=50K"
45,"Some-college","Adm-clerical","Female","United-States",">50K"
67,"HS-grad","Farming-fishing","Male","United-States","<=50K"
25,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
30,"HS-grad","Craft-repair","Male","United-States",">50K"
22,"Bachelors","Exec-managerial","Male","United-States","<=50K"
19,"Some-college","Other-service","Male","United-States","<=50K"
26,"Bachelors","Exec-managerial","Female","United-States","<=50K"
61,"HS-grad","Craft-repair","Male","United-States","<=50K"
32,"Prof-school","Sales","Female","United-States",">50K"
43,"HS-grad","Adm-clerical","Female","United-States","<=50K"
53,"HS-grad","Priv-house-serv","Female","United-States","<=50K"
53,"Some-college","Adm-clerical","Male","United-States","<=50K"
42,"12th","Craft-repair","Male","United-States","<=50K"
36,"HS-grad","Adm-clerical","Female","United-States",">50K"
55,"Bachelors","Exec-managerial","Male","United-States","<=50K"
35,"Bachelors","Prof-specialty","Male","United-States",">50K"
17,"11th","Sales","Female","United-States","<=50K"
55,"Prof-school","Prof-specialty","Female","United-States","<=50K"
36,"HS-grad","Exec-managerial","Male","United-States","<=50K"
40,"Masters","Prof-specialty","Female","United-States",">50K"
54,"10th","Other-service","Female","United-States","<=50K"
45,"Bachelors","Prof-specialty","Male","United-States","<=50K"
48,"Some-college","Tech-support","Male","United-States",">50K"
40,"Prof-school","Exec-managerial","Male","United-States",">50K"
31,"Bachelors","Prof-specialty","Male","United-States","<=50K"
26,"Bachelors","Adm-clerical","Male","Taiwan","<=50K"
34,"Some-college","Exec-managerial","Female","United-States",">50K"
19,"HS-grad","Adm-clerical","Female","Puerto-Rico","<=50K"
31,"Assoc-acdm","Craft-repair","Male","United-States","<=50K"
34,"HS-grad","Prof-specialty","Female","United-States","<=50K"
55,"Masters","Exec-managerial","Male","United-States",">50K"
38,"Some-college","Craft-repair","Male","United-States","<=50K"
21,"HS-grad","Handlers-cleaners","Male","Mexico","<=50K"
27,"7th-8th","Craft-repair","Male","United-States","<=50K"
35,"HS-grad","Other-service","Male","United-States","<=50K"
20,"Some-college","Adm-clerical","Female","United-States","<=50K"
